#dif_id	chip_id	chan_id	view	plane	slot	grid	x	y	z
4	17	8	0	0	18	0	-37.5	0	-198
4	17	9	0	1	18	0	-37.5	0	-141
4	17	10	0	0	19	0	-12.5	0	-198
4	17	11	0	1	19	0	-12.5	0	-141
4	17	12	0	0	70	1	25.1	0	-183.9
4	17	13	0	1	70	1	25.1	0	-126.9
4	17	14	0	0	71	1	75.1	0	-183.9
4	17	15	0	1	71	1	75.1	0	-126.9
4	17	16	0	1	23	0	87.5	0	-141
4	17	17	0	0	23	0	87.5	0	-198
4	17	18	0	1	22	0	62.5	0	-141
4	17	19	0	0	22	0	62.5	0	-198
4	17	20	0	1	21	0	37.5	0	-141
4	17	21	0	0	21	0	37.5	0	-198
4	17	22	0	1	20	0	12.5	0	-141
4	17	23	0	0	20	0	12.5	0	-198
4	17	24	0	1	49	1	-24.9	0	-155.4
4	17	25	0	0	49	1	-24.9	0	-212.4
4	17	26	0	0	48	1	-74.9	0	-212.4
4	17	27	0	1	48	1	-74.9	0	-155.4
4	17	28	0	0	50	1	25.1	0	-212.4
4	17	29	0	1	50	1	25.1	0	-155.4
4	17	30	0	0	51	1	75.1	0	-212.4
4	17	31	0	1	51	1	75.1	0	-155.4
4	18	0	0	1	65	1	-224.9	0	-126.9
4	18	1	0	1	9	0	-262.5	0	-141
4	18	2	0	0	65	1	-224.9	0	-183.9
4	18	3	0	0	9	0	-262.5	0	-198
